country_feature,age_feature,days_since_first_funding,category_score,market_score,postA_tweet_num,postA_tweet_freq,postA_tweet_avglength,postA_tweet_content_richness,postA_tweet_interactiveness,tweets_pos_topic_score,tweets_neg_topic_score,tweets_neg_sent_score,tweets_neu_sent_score,tweets_pos_sent_score,tweets_compound_sent_score,WILL
1,2556.0,1301,17.99963433,212.45458511,177,3.633431085043988,131.10169491525423,1.4237288135593218,0.3559322033898305,0.003067798,0.0072284718,0.01334,0.8193299999999999,0.16733,0.27416,0
1,1460.0,1309,373.06557676,208.71324011,127,2.469444444444445,108.2047244094488,1.1732283464566928,0.8818897637795275,0.0064664516,0.0074808826,0.02632,0.86769,0.10597,0.12195,0
1,1095.0,760,28.33757698,164.1447746,231,1.5578034682080926,122.90043290043293,1.6709956709956708,2.1904761904761907,0.00916145,0.0049424837,0.01746,0.93695,0.04559,0.055220000000000005,1
1,2131.0,1660,412.73856551,247.19705745,1808,10.59966499162479,97.8008849557522,0.4751106194690266,0.5464601769911505,0.021961544,0.014693864,0.03011,0.8114,0.15849000000000002,0.169904,1
1,3592.0,1674,93.27770612,201.69982246,350,6.730769230769233,102.46285714285715,0.028571428571428567,0.52,0.0079103196,0.0082940245,0.0736,0.8297399999999999,0.09667,0.027048000000000003,0
1,988.0,847,176.67206844,202.52018661,6244,45.01338825952626,113.62187700192185,1.445547725816784,1.2741832158872517,0.015568292,0.0058768769,0.06297,0.74187,0.19517,0.227692,1
1,1765.0,1673,72.76274681,202.52018661,264,6.264406779661018,102.77272727272728,0.16666666666666666,0.4886363636363637,0.0062035485,0.016842168,0.01951,0.72516,0.25528,0.340541,0
1,2131.0,2131,138.61753798,0.0,10,0.2147239263803681,78.8,0.0,0.0,0.012308841,0.011262056,0.0,0.9496,0.0504,0.08038,0
0,2867.0,2435,347.07091495,333.13595459,114,2.1983471074380163,92.60526315789473,0.05263157894736842,0.6578947368421053,0.0054860851,0.022066206,0.01064,0.76615,0.22324,0.289674,0
1,3620.0,3013,390.16848217,333.13595459,1482,4.9875,115.61943319838056,1.0121457489878545,1.6923076923076923,0.019352904,0.010292928,0.023780000000000003,0.76948,0.20674,0.250164,1
0,2190.0,2190,151.89634984,134.71031589,6,0.11797752808988765,74.33333333333333,0.0,0.3333333333333333,0.004030090300000001,0.0044060913,0.0,0.64133333,0.35866667,0.41053333,0
1,2039.0,1819,627.57202466,266.23085569,6,0.9767441860465116,122.0,0.3333333333333333,0.0,0.006301181899999999,0.0078940578,0.0,0.70033333,0.29966667,0.6166,0
1,2890.0,2556,157.73404112,182.81355994,2,0.009465855307640296,42.0,0.0,3.0,0.0013066041,0.0014358372,0.0,1.0,0.0,0.0,1
0,1496.0,1429,-0.33234944,180.42462663,99,2.3023255813953494,101.34343434343435,0.7373737373737373,0.9393939393939394,0.0062548714000000005,0.005851109,0.0,0.98614141,0.013858586,0.022476768,0
1,2801.0,2359,7.32588157,209.83493615,190941,551.8526011560693,97.01877543324902,0.8951927558774699,15.566536259891805,0.0077023757999999986,0.007114195699999998,0.09406,0.83514,0.0708,-0.025323,1
0,1231.0,1248,632.74128502,356.91184330000004,236,4.72,111.32627118644069,1.0296610169491525,1.6440677966101696,0.0064603495,0.018789303,0.01172,0.7357600000000001,0.25252,0.31500900000000004,0
1,1825.0,1756,122.31515983,108.86558031,4,0.02742409402546523,110.0,0.5,0.0,0.0011658202,0.0012401816,0.0,1.0,0.0,0.0,1
1,1217.0,1217,321.46826424,180.42462663,2,0.05737704918032788,114.0,1.0,0.0,0.004221933,0.0039781164,0.0,1.0,0.0,0.0,0
0,1735.0,1613,79.00295167,201.69982246,7908,79.64892086330936,82.55993930197269,0.8473697521497218,0.22546788062721296,0.005127944099999999,0.0037511361,0.00286,0.98529,0.01185,0.014952000000000003,1
1,2617.0,2465,691.21295265,219.69535558,374,1.6977950713359269,108.27272727272728,1.2165775401069518,1.1363636363636365,0.014635868,0.0048471889,0.01464,0.84621,0.13915,0.153364,1
1,1491.0,1460,105.2422814,296.66775464,534,3.671905697445972,105.7883895131086,1.599250936329588,1.205992509363296,0.019290261,0.0064152884,0.0056,0.73854,0.25586,0.33596,1
1,2525.0,2435,617.31551684,300.27488884,428,2.9751737835153924,103.88317757009344,0.21495327102803727,0.5093457943925234,0.017212043,0.0081075663,0.03144,0.77061,0.19795,0.227493,1
1,1309.0,1304,163.59117581,119.32623165,200,1.7721518987341771,98.635,0.695,1.96,0.014288032,0.0074791205,0.02468,0.72429,0.25102,0.333471,1
0,2496.0,2556,509.32276441,296.66775464,90,1.7307692307692308,72.77777777777777,0.022222222222222227,0.24444444444444444,0.018801698,0.022897189,0.011655556,0.84305556,0.14527778,0.16239444,0
1,1638.0,1613,163.59117581,285.23396223,163,1.2203208556149732,102.51533742331287,0.27607361963190186,1.1411042944785277,0.0057108784,0.0059434921,0.01791,0.8361,0.14597000000000002,0.174848,1
0,3286.0,2220,314.34953718,356.91184330000004,2,0.042682926829268296,54.0,0.0,0.0,0.0031705948,0.0049577495,0.0,1.0,0.0,0.0,0
1,1340.0,806,163.59117581,285.23396223,1335,12.66260162601626,113.8681647940075,2.3108614232209743,1.093632958801498,0.0093321335,0.0095970435,0.01109,0.8956700000000001,0.09325,0.094299,1
0,1521.0,1382,83.27770612,232.91890995,84,1.7345132743362832,130.7380952380952,0.8214285714285714,1.5714285714285714,0.0036223633,0.0055333953000000005,0.0062380952,0.95119048,0.042571429,0.051489286,0
1,2435.0,1245,434.40437263,318.0756691,3414,65.65384615384616,100.33186877562977,1.7085530169888694,0.045108377270064434,0.0075189535999999986,0.012793208,0.02746,0.7761,0.17645999999999998,0.169204,0
0,2271.0,2277,422.35114784,276.88415184,2,0.0462046204620462,117.0,0.0,0.0,0.0021086985,0.0025401264000000003,0.0,0.6609999999999999,0.339,0.6249,0
0,1401.0,1162,102.23581353,296.66775464,80,2.1052631578947367,105.3625,0.8625,2.2,0.010894827,0.013466268,0.0368875,0.7668125,0.1963,0.19785125,0
1,1825.0,1340,137.70324141,254.79975189,673,10.331140350877194,92.7340267459138,0.6864784546805349,1.8722139673105496,0.012980375,0.012861426,0.02037,0.74912,0.23052,0.232792,1
1,1248.0,870,36.85134718,167.46339621,2262,43.5,107.04155614500442,0.8267020335985853,1.7873563218390804,0.0052346815,0.015967567,0.00629,0.7371300000000001,0.25657,0.4016,0
1,5843.0,2084,37.30028558,277.38299022,1000,3.2110091743119265,124.042,1.59,0.564,0.0067681079000000005,0.0066893427,0.0256,0.87716,0.09724,0.105638,1
1,2190.0,1573,186.20136905,294.41451152,234,1.709812108559499,121.88034188034187,1.0512820512820509,0.6794871794871795,0.022134103,0.021787206,0.027760000000000003,0.8396600000000001,0.13258,0.179543,1
0,2268.962166575939,1039,163.59117581,285.23396223,414,8.005524861878452,134.92753623188406,1.4347826086956519,0.9541062801932368,0.0089697791,0.013930949,0.0173,0.82794,0.15475999999999998,0.223602,0
0,1696.0,1890,105.2422814,296.66775464,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0,1825.0,1856,92.77750732,243.84158065,957,18.40384615384616,86.99686520376177,0.3782654127481714,0.4075235109717869,0.0098882169,0.011942074,0.031330000000000004,0.79143,0.17724,0.188861,0
0,2096.0,1295,419.83366176,333.13595459,154,2.8443271767810026,109.29220779220779,0.42857142857142855,0.6753246753246753,0.022133449,0.0073354188,0.00807,0.83236,0.15957000000000002,0.225897,1
1,1377.0,1279,629.7515201,202.52018661,463,5.530716723549489,120.38012958963283,0.8639308855291576,1.7235421166306697,0.014179392,0.0081796283,0.01357,0.8335899999999999,0.15283,0.198096,1
1,2100.0,1903,43.32883323,256.91443481,8,0.5773195876288659,78.5,1.0,0.0,0.0078212256,0.01002388,0.0,0.75975,0.24025,0.266325,0
1,1248.0,1014,49.00295167,234.93810305,639,11.071782178217822,108.42253521126759,1.3849765258215962,0.7089201877934272,0.015429934,0.011320611,0.0595,0.79374,0.14678,0.139449,1
0,1882.0,1766,180.24968666,319.61108677,3819,20.787713841368586,93.43309766954701,2.2822728462948416,3.0256611678449854,0.014362102,0.0077008484,0.05461,0.81025,0.13514,0.084643,1
1,1095.0,748,118.29136328,221.66324081,473,4.018203883495145,94.24524312896406,1.9513742071881608,1.5116279069767442,0.019245893,0.0092071267,0.0,0.67635,0.32365,0.360255,1
0,1705.0,1692,119.2422814,163.11061022,548,5.1352074966532815,89.58759124087591,0.8339416058394159,1.465328467153285,0.0087386854,0.007353371899999998,0.00984,0.75859,0.23157,0.349645,1
1,2268.962166575939,1035,163.59117581,285.23396223,598,19.37962962962963,99.29933110367891,1.1722408026755853,0.9397993311036792,0.014128891,0.021073395,0.04255,0.78808,0.16935999999999998,0.184067,0
1,1156.0,1035,161.26991013,175.79681749,769,14.788461538461535,113.51625487646294,1.5708712613784137,0.9115734720416124,0.010783975,0.018515805,0.0531,0.82558,0.12132,0.115671,0
0,2343.0,1912,457.47717485,225.87969157,3489,11.69683908045977,102.91028948122671,2.488678704499857,0.9011177987962168,0.012970017,0.006731261999999999,0.0,0.8351799999999999,0.16482,0.261984,1
1,1825.0,1674,314.34953718,356.91184330000004,2246,9.633578431372547,86.21015138023151,0.8379341050756901,0.6108637577916296,0.0077504828000000015,0.0087690149,0.02098,0.88541,0.09361,0.112896,1
1,2312.0,1954,347.07091495,333.13595459,379,8.558064516129033,96.91029023746702,0.21108179419525067,0.3614775725593667,0.011278236,0.01706964,0.01618,0.8874799999999999,0.09636,0.113099,0
0,1946.0,1497,172.22616327,235.48940138,635,2.6712740384615383,114.0031496062992,1.5606299212598425,0.6598425196850394,0.007009299,0.0029242132,0.01219,0.93978,0.04803,0.05875,1
1,2039.0,1613,728.01218702,232.91890995,680,8.998109640831757,106.54558823529413,0.2235294117647059,0.7014705882352941,0.017634587,0.005392660400000001,0.047060000000000005,0.7714,0.18153,0.228134,1
1,1460.0,1187,425.05224136,303.41581702,2097,10.621562952243126,112.92322365283741,1.3757749165474489,0.8273724368144969,0.019568313,0.0056391628,0.01627,0.7288,0.25494,0.369404,1
1,1735.0,1735,113.31515983,269.58455843,335,6.4423076923076925,90.30149253731344,0.03880597014925373,0.8895522388059701,0.0060327696,0.0067368038,0.00266,0.8204899999999999,0.17685,0.196607,0
1,2190.0,1659,65.52649071,256.91443481,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,1989.0,1262,163.59117581,285.23396223,167,3.2115384615384617,114.22754491017963,1.0059880239520955,0.4131736526946108,0.005422225699999999,0.022133622,0.00513,0.8022699999999999,0.1926,0.275485,0
0,1570.0,1521,279.72595311,319.55857982,217,4.4808259587020665,95.00921658986178,0.31336405529953915,0.880184331797235,0.0073674428,0.012857246,0.01926,0.64478,0.33598,0.395115,0
1,2190.0,2190,76.62766361,256.91443481,48,0.4628099173553719,94.91666666666669,0.125,1.4583333333333333,0.011494002,0.012754992,0.010625,0.76795833,0.22145833,0.30419167,1
1,2268.962166575939,1337,72.76274681,202.52018661,38,0.5820568927789934,107.68421052631581,0.8947368421052632,3.210526315789473,0.0072237835,0.011386827,0.0,0.75573684,0.24426316,0.26934211,1
1,3013.0,2982,12.79767763,276.2914648,5663,16.259639048400327,96.66484195656011,0.5595973865442345,0.6247571958325976,0.017365366,0.015332317,0.0441,0.6038100000000001,0.35211,0.38064,1
1,2186.0,1807,425.77000199,273.60687695,4797,16.933434190620268,101.62017927871588,2.2015843235355432,1.022722534917657,0.014168282,0.011196567,0.017730000000000003,0.71827,0.264,0.303327,1
1,1552.0,1346,52.95685624,241.43433785,53,0.2375160051216389,90.56603773584905,0.9622641509433962,0.4528301886792453,0.012651294,0.015914483,0.073132075,0.7065283,0.22033962,0.20204151,1
0,1733.0,1735,347.07091495,333.13595459,12,0.231404958677686,84.83333333333333,0.3333333333333333,0.3333333333333333,0.0032661802,0.0030397258000000003,0.0785,0.70833333,0.21316667,0.11533333,0
0,1886.0,1917,208.68884728,189.20131808,1516,29.153846153846153,101.29287598944592,0.2519788918205805,0.6794195250659629,0.0040971395,0.01902971,0.0344,0.6877800000000001,0.27784000000000003,0.344344,0
1,3651.0,1699,347.07091495,333.13595459,2,0.009575923392612859,71.0,0.0,0.0,0.0046499837,0.005836756899999999,0.0,0.615,0.385,0.3612,1
0,1340.0,1174,-1.67411843,122.86206871,1663,68.07602339181287,101.9741431148527,0.4732411304870716,2.05411906193626,0.010587131,0.019277055,0.02176,0.66928,0.30892,0.370058,0
1,42002.0,449,45.00295167,234.93810305,1543,15.585858585858588,107.7744653272845,1.2948801036941024,11.157485418016849,0.016409202,0.01181825,0.02705,0.80187,0.17109000000000002,0.193481,1
0,2556.0,457,555.29614912,289.18092005,307,3.0098039215686274,126.57980456026058,3.342019543973941,2.0130293159609116,0.0094039766,0.0056154551,0.008140000000000001,0.90394,0.08792,0.14035799999999998,1
1,2282.0,2039,12.0,207.84972057,4857,26.961934972244247,93.77064031295038,0.539633518632901,0.794935145151328,0.010996961,0.004760102800000001,0.03043,0.77222,0.19736,0.195365,1
0,1279.0,1246,127.55740432,209.83493615,245,8.448275862068966,99.55102040816328,1.579591836734694,0.12653061224489795,0.0029636945,0.005012159699999999,0.0069,0.97381,0.01929,0.017411000000000003,0
0,2268.962166575939,1038,55.95685624,241.43433785,1103,21.21153846153846,122.38259292837715,4.392565729827743,0.17769718948322755,0.0058248811,0.0069660381,0.03652,0.8938299999999999,0.06965,0.044746,0
1,2190.0,1686,-2.67411843,128.3110895,10543,39.40256273358249,115.74125011856206,1.6778905434885707,1.7137437162098077,0.0094415126,0.0089069642,0.0236,0.73959,0.23678,0.272958,1
0,1143.0,960,489.6883861,240.9941945,316,6.0769230769230775,117.45886075949369,2.142405063291139,1.5854430379746836,0.014883838,0.007969874,0.008140000000000001,0.8795,0.11236,0.14896800000000002,1
1,2298.0,1848,117.60217205,219.69535558,609,2.3346111719605696,124.13793103448276,2.3152709359605907,3.2036124794745486,0.015431902,0.0066617215,0.02568,0.828,0.14633,0.175064,1
1,2921.0,2587,13.89475887,128.3110895,144,2.7922437673130203,74.44444444444444,0.04166666666666666,0.10416666666666667,0.009777288,0.01112743,0.10425,0.8034100000000001,0.09235,-0.024867,0
1,2678.0,2921,18.0,287.67105827,928,3.7119999999999997,116.67025862068964,0.6056034482758621,2.2133620689655173,0.007133319,0.0085482197,0.02376,0.7028300000000001,0.27339,0.364752,1
0,2251.0,2251,72.76274681,202.52018661,8,0.1917808219178082,61.0,0.0,0.0,0.0056341914,0.0053727971,0.0,0.9105,0.0895,0.14985,0
1,1917.0,1947,769.7674759,356.91184330000004,558,10.73076923076923,104.79569892473118,0.12724014336917566,0.2939068100358423,0.010353507,0.011327617,0.02048,0.83649,0.13302999999999998,0.170655,0
1,2251.0,1125,15.0,186.98198714,26,0.8792270531400966,114.69230769230772,0.8461538461538461,0.2307692307692308,0.011374686,0.013276828,0.0,0.856,0.14400000000000002,0.19073077,1
0,2039.0,1238,750.38733854,266.23085569,890,6.7864923747276675,123.78426966292135,1.4786516853932583,1.5685393258426967,0.0176819,0.0064304015,0.0242,0.9092,0.0666,0.08969400000000001,1
1,1825.0,1340,580.4899405,313.34326689,499,2.7310398749022675,119.03406813627257,1.5370741482965933,2.244488977955912,0.014542113,0.0074149151,0.01133,0.82595,0.16273,0.266621,1
0,5478.0,5387,276.90633564,285.23396223,12,0.023365785813630042,105.16666666666669,0.0,0.0,0.0028143313,0.0035406025,0.0,0.914,0.086,0.1258,1
1,3651.0,2856,43.09756722,182.81355994,74,0.23470774807430905,107.83783783783785,0.6891891891891891,3.932432432432433,0.016212458,0.016463652,0.010216216,0.84618919,0.14359459,0.18868514,1
1,1978.0,1947,328.297602,233.16549549,663,12.75,94.36953242835597,0.04675716440422323,0.05279034690799397,0.019289693,0.027840264,0.06907999999999999,0.8482700000000001,0.08265,0.031496,0
0,2556.0,1219,416.81536203,266.23085569,321,6.276536312849162,105.57009345794391,0.9470404984423676,1.0031152647975077,0.0073550236,0.017053531,0.01733,0.77381,0.20884,0.234856,0
1,2213.0,2213,163.59117581,285.23396223,85,1.7196531791907514,101.48235294117649,0.07058823529411765,0.2823529411764706,0.014071985,0.019966114,0.0,0.88894118,0.11105882,0.17135765,0
0,2822.0,2176,557.26239407,220.11631626,1404,8.775,80.80341880341881,0.17307692307692307,2.274928774928775,0.0061070737,0.0024262536,0.0,0.99,0.0,0.0,1
1,7669.0,1099,347.07091495,333.13595459,1835,11.592960288808662,112.57602179836512,2.595640326975477,0.6626702997275205,0.010860985,0.011840921,0.02121,0.82068,0.15811,0.213142,1
1,2435.0,1906,25.5415087,181.49914088,1615,5.903394255874674,105.2074303405573,1.4284829721362229,0.5213622291021672,0.006635154599999999,0.008529366,0.00942,0.87566,0.11492,0.164017,1
1,2556.0,2322,15.0,186.98198714,326,1.192890747516989,126.12269938650309,0.7423312883435583,0.16257668711656442,0.011898379,0.0076381052,0.03005,0.80871,0.16126,0.209509,1
1,3317.0,2982,156.90041148,235.48940138,20,0.07197943444730077,129.8,1.5,3.0,0.0032708899,0.0030064031,0.0104,0.6643,0.3253,0.55579,1
1,2890.0,1085,-1.67411843,256.91443481,8531,69.43837209302326,169.816199742117,1.5771890751377329,20.554214042902355,0.0084463423,0.0090339687,0.08451,0.78391,0.13154000000000002,0.075956,1
0,2039.0,2009,163.59117581,128.3110895,129,2.6326530612244903,101.31782945736437,0.02325581395348837,0.13178294573643412,0.0073605729,0.009160541,0.0317,0.7769699999999999,0.19133,0.216662,0
1,1727.0,1577,0.0,82.21382577,314,6.038461538461537,108.03184713375795,0.3471337579617834,0.3726114649681528,0.0089705167,0.010333811,0.00687,0.75333,0.23978,0.289342,0
1,2099.0,1582,135.35994102,241.68366086,4693,19.155102040816328,102.8058810995099,0.5535904538674622,3.0598764116769663,0.0097791869,0.011336329,0.01923,0.78992,0.19084,0.235122,1
1,1429.0,1187,213.66489377,182.81355994,1434,12.123188405797105,111.27824267782428,1.0439330543933054,1.7698744769874477,0.019532666,0.0059094611,0.01194,0.77433,0.21373000000000006,0.27463000000000004,1
1,1674.0,1674,161.48871709,219.69535558,1128,4.65566037735849,112.48404255319149,0.6347517730496454,1.8812056737588647,0.0087722195,0.0082367342,0.022580000000000003,0.74151,0.23591,0.287945,1
1,1187.0,1004,106.12915135,242.41695262,2519,22.348542458808627,117.12782850337436,0.923382294561334,3.5236204843191743,0.010637399,0.0084068859,0.0501,0.84346,0.10644,0.09633,1
1,2268.962166575939,1198,75.65752777,256.91443481,14,0.5536723163841808,64.14285714285714,0.42857142857142855,1.4285714285714286,0.0056519266,0.005776716899999999,0.033142857000000005,0.59328571,0.37357143,0.36355714,1
0,1450.0,1212,144.91026368,296.66775464,1955,37.596153846153854,112.94884910485932,1.6869565217391305,0.5892583120204603,0.005030911,0.01382005,0.01069,0.80624,0.18307,0.311817,0
1,1674.0,1429,214.25882637,285.23396223,144,2.956011730205278,107.20138888888887,0.8055555555555556,0.5833333333333334,0.0039657177,0.017128665,0.00462,0.87677,0.11861,0.163184,0
1,1497.0,1004,55.95685624,241.43433785,147,2.9654178674351583,100.60544217687077,0.979591836734694,0.8299319727891157,0.015972489,0.012344834,0.00615,0.8012100000000001,0.19264,0.260387,1
1,2652.0,2921,203.2422814,150.97621876,6091,16.700744222483355,79.03940239697916,1.0011492365785586,1.4165161714004268,0.008798083299999999,0.001386457,0.016630000000000002,0.81179,0.17157999999999998,0.129898,1
1,1279.0,883,0.0,82.21382577,236,2.7718120805369133,106.8686440677966,0.7033898305084746,2.5381355932203387,0.013718926,0.0096389819,0.02206,0.6715300000000001,0.30643000000000004,0.364686,1
1,1825.0,1097,55.95685624,241.43433785,2099,28.364864864864863,118.37398761314913,1.164840400190567,0.9695092901381608,0.013459425,0.010273367,0.0862,0.80293,0.1109,0.015811000000000002,1
1,1279.0,981,367.6343005,322.3167028,1860,15.743651753325276,114.63655913978495,0.9010752688172043,3.03494623655914,0.009153665,0.0084218951,0.026310000000000004,0.8688600000000001,0.1048,0.136077,1
1,1825.0,1364,111.78131663,296.66775464,1468,32.518987341772146,118.62942779291555,1.245231607629428,1.1478201634877383,0.0076396591,0.0078416737,0.04808,0.68442,0.26749,0.331222,0
1,4869.0,5478,113.31515983,269.58455843,2722,3.3533966913058784,135.1465833945628,1.6388684790595152,0.636296840558413,0.021458529,0.016343594,0.00234,0.86846,0.1292,0.215622,1
1,1939.0,1886,163.59117581,285.23396223,402,5.696356275303644,103.37064676616914,0.3308457711442786,1.111940298507463,0.0056184242,0.006982686,0.00972,0.80602,0.18426,0.27079200000000003,1
1,1248.0,1248,226.25269021,285.23396223,2469,12.035515320334262,84.48157148643175,0.9311462130417172,1.7861482381530984,0.0056230011,0.0059596812,0.02079,0.78887,0.19033,0.296509,1
1,1582.0,1162,314.34953718,356.91184330000004,22,0.5661764705882353,139.63636363636363,0.9090909090909092,1.2727272727272727,0.010401716,0.010520369,0.0,0.75672727,0.24327273,0.41151818,0
0,2268.962166575939,1766,-1.67411843,256.91443481,6,0.15,106.33333333333331,0.6666666666666666,0.6666666666666666,0.0027997745000000003,0.006183819399999999,0.0,0.84633333,0.15366667,0.2757,0
0,4170.0,1770,109.76274681,162.70606017,148861,564.1727125067678,126.44866015947764,0.5548733382148447,0.0014644534162742426,0.009203,0.007351446899999998,0.0,0.94906,0.05094,0.098621,1
1,1825.0,1825,325.8861186,279.87338725,58,1.16,129.0344827586207,0.03448275862068965,0.0,0.010925462,0.013564088,0.037896552,0.85065517,0.11148276,0.10694828,0
0,1187.0,1064,312.93843878,99.3879694,6755,36.150611620795104,196.82324204293118,3.870318282753516,1.9062916358253144,0.013413168,0.015636791,0.00896,0.90922,0.08182,0.108968,1
1,1309.0,1248,324.91521556,99.3879694,1333,9.247770069375619,114.75693923480871,1.4268567141785446,1.196549137284321,0.0075595494999999985,0.0074568121,0.0034700000000000004,0.85536,0.14118,0.217098,1
0,2106.0,2031,620.70466261,305.09122452,2,0.06278026905829596,38.0,0.0,0.0,0.011964498999999998,0.015670288,0.0,1.0,0.0,0.0,0
0,3651.0,1315,72.76274681,202.52018661,400,7.6923076923076925,130.055,0.8525,1.3275,0.0051331846,0.0059900316,0.00278,0.98487,0.01235,0.015551,0
1,4017.0,1616,45.09756722,107.2772243,4963,22.370251126851254,128.20733427362484,1.2486399355228692,1.306064880112835,0.012939601,0.009807243,0.02486,0.81096,0.1642,0.246675,1
1,941.0,941,25.80938923,239.66764054,56,0.4429378531073446,131.10714285714286,1.4285714285714286,1.0,0.016018789,0.017478973000000002,0.0,0.88014286,0.11985714,0.19139286,1
1,1580.0,1580,23.10746005,202.20461936,12,1.6153846153846154,91.83333333333331,0.0,0.16666666666666666,0.0083191292,0.0098980041,0.0,0.86983333,0.13016667,0.162,1
1,2921.0,1204,544.47066714,296.66775464,4824,37.6875,115.9674543946932,1.8621475953565505,0.9305555555555556,0.018118799,0.0070609436,0.025480000000000003,0.85434,0.12018,0.139006,1
0,6208.0,2609,347.07091495,333.13595459,257,1.2795163584637268,110.32684824902724,0.8443579766536965,0.5719844357976653,0.013126479,0.0051942235,0.03092,0.84251,0.12657000000000002,0.156362,1
1,1552.0,1224,466.92630457,280.04143769999996,4255,19.265847347994825,127.38942420681549,2.4312573443008225,2.446298472385429,0.016545873,0.0080620181,0.015119999999999996,0.81071,0.17417,0.247184,1
1,1460.0,819,702.71182433,356.91184330000004,144,2.405727923627685,116.18055555555556,2.9722222222222223,0.4583333333333333,0.0093507022,0.0099603217,0.07636,0.8123,0.11134,0.051318,1
1,1126.0,978,256.53060369,285.23396223,1921,12.992270531400964,125.20822488287352,1.7220197813638731,1.3722019781363872,0.005389527,0.0040665008,0.13391,0.77086,0.09524,-0.107345,1
1,1526.0,1460,174.1845772,296.66775464,173,2.3468992248062017,99.4393063583815,0.3236994219653179,2.7283236994219653,0.013497828,0.0091487272,0.00929,0.60123,0.38949,0.4651810000000001,1
1,2282.0,2556,181.86738113,319.55857982,58,1.1153846153846154,103.79310344827586,0.0,1.3793103448275863,0.011442168,0.011453153999999998,0.0087931034,0.58884483,0.40239655,0.50708276,0
1,1217.0,1004,358.78285759,37.80118415,855,5.749279538904897,94.48888888888894,0.2818713450292398,3.7871345029239767,0.0061227325,0.007377963,0.0311,0.81785,0.15105,0.130992,1
1,1524.0,448,347.07091495,333.13595459,244,3.9445727482678974,120.35245901639344,1.8811475409836065,0.5778688524590164,0.012314298,0.009545912,0.03258,0.8432,0.12423,0.16122999999999998,1
1,1460.0,729,45.00295167,234.93810305,382,3.5045871559633026,84.37696335078535,1.023560209424084,2.018324607329843,0.013085609,0.004591018,0.01296,0.6913199999999999,0.29572,0.338572,1
0,2282.0,2131,321.52683238,269.58455843,162,0.8475336322869955,107.52469135802471,0.5185185185185185,0.5679012345679012,0.008802928,0.0030620247,0.02506,0.93232,0.04262,0.008002,1
1,2556.0,2002,218.55744123,296.66775464,150,1.826086956521739,91.46,0.08666666666666667,0.4933333333333334,0.012158836,0.006196726600000001,0.017490000000000002,0.82515,0.15736,0.17088599999999998,1
1,4382.0,2190,-1.67411843,256.91443481,4,0.28865979381443296,96.5,0.0,0.0,0.003391644,0.004525007199999999,0.0,0.7055,0.2945,0.38155,0
1,2374.0,1674,155.90041148,235.48940138,159,3.9608540925266897,106.46540880503143,0.4968553459119497,0.2893081761006289,0.010271876,0.024635963,0.04041,0.7620100000000001,0.19761,0.25155700000000003,0
0,3194.0,3286,467.97064711,170.40756566,166,0.6621082621082621,80.42771084337348,0.572289156626506,0.1987951807228916,0.0094308937,0.0068451534,0.0,0.92227,0.02773,0.038065,1
0,1187.0,698,26.86739027,181.49914088,297,3.1404833836858006,96.14478114478115,0.8720538720538721,1.831649831649832,0.013201938,0.0090163434,0.01842,0.71697,0.26461,0.271688,1
1,1588.0,1583,16.18177847,252.12865908,1299,13.989230769230769,126.06081601231716,0.6420323325635104,0.6258660508083139,0.016193716,0.0060491799,0.0122,0.7439,0.2439,0.348127,1
1,1617.0,1368,10.0,162.70606017,104,2.3790849673202605,107.65384615384615,0.4326923076923077,0.2307692307692308,0.008137472,0.0098951804,0.01683,0.8659,0.11727,0.185254,0
1,1856.0,1825,84.85644609,274.46955061,200,3.878116343490305,107.355,0.01,0.095,0.0042688646,0.007883561800000001,0.00293,0.94435,0.05272,0.08107,0
0,1246.0,1146,61.49817924,273.60687695,182,1.5442424242424242,136.37362637362637,1.3461538461538465,0.7527472527472527,0.012922113,0.0091942018,0.02753,0.84257,0.1299,0.141879,1
1,1460.0,1329,445.95170924,219.69535558,662,12.730769230769232,146.14048338368582,1.2114803625377644,0.1540785498489426,0.019088279,0.025575524,0.03432,0.8777799999999999,0.0879,0.095718,0
0,3651.0,2949,530.09891695,283.27010875,6853,15.529621236646163,113.31825477892893,1.3656792645556688,0.4199620604114985,0.006049381600000001,0.007064336899999998,0.01738,0.85372,0.1289,0.208751,1
0,2911.0,2333,143.75504766,234.93810305,48,0.6913580246913579,96.97916666666669,0.14583333333333334,0.10416666666666667,0.0063498775,0.006059208000000001,0.0,0.91666667,0.0,0.0,1
1,1309.0,1195,40.00295167,140.1395477,11545,87.74701411509228,74.18770030316155,0.10134257254222608,2.4400173235166736,0.0080132158,0.0039339093,0.0026100000000000003,0.64384,0.35355,0.4179270000000001,1
1,2268.962166575939,2190,110.81351162,319.55857982,139,4.98974358974359,128.77697841726618,0.0,1.5827338129496402,0.0054476252,0.0056303567,0.0,0.8001199999999999,0.19988,0.273405,0
0,2373.0,818,429.07091495,240.93966613,920,8.956884561891515,115.0554347826087,0.6489130434782608,2.8739130434782614,0.006370619399999999,0.0064327954,0.0121,0.7200300000000001,0.26786,0.341812,1
